sale_id,sale_number,created_at,sale_total,tendered,line_id,description,quantity,unit_price,line_total
13573,INV8374,2025-09-10 14:22:59,32.0,32.0,24857,PRE-NAN PRETERM INFANT FORMULA,2,13.8,27.6
13573,INV8374,2025-09-10 14:22:59,32.0,32.0,24858,PRE-NAN PRETERM INFANT FORMULA,1,13.8,13.8
13573,INV8374,2025-09-10 14:22:59,32.0,32.0,24859,PRE-NAN PRETERM INFANT FORMULA,1,13.8,13.8
13573,INV8374,2025-09-10 14:22:59,32.0,32.0,24860,PRE-NAN PRETERM INFANT FORMULA,1,13.8,13.8
13576,INV8377,2025-09-10 15:00:52,22.0,22.0,24866,SATISKIN PEACH BLOSSOM,1,4.5,4.5
13576,INV8377,2025-09-10 15:00:52,22.0,22.0,24867,SATISKIN MYSTERIOUS FOREST FERN BUBBLE BATH 2L,1,4.5,4.5
13592,INV8393,2025-09-10 19:34:40,10.0,10.0,24891,"SODIUM BICARBONATE 8.5%, 50ML",4,4.8,19.2
13617,INV8418,2025-09-11 08:51:15,1.0,1.0,24926,AMOXYCILLIN 125MG/5ML 100ML (CAPS) SUSPENSION.,5,1.6600000000000001,8.3
13633,INV8434,2025-09-11 11:18:18,2.0,2.0,24949,GABAPENTIN 300MG CAPS 100S,1,1.0,1.0
13633,INV8434,2025-09-11 11:18:18,2.0,2.0,24950,DR TEALS EPSOM SALTS VITAMIN C 1.36KG,1,12.44,12.44
13636,INV8437,2025-09-11 12:16:44,1.0,1.0,24954,ADAPALENE GEL 0.1% 15GM,5,3.54,17.7
13645,INV8446,2025-09-11 13:28:32,1.0,1.0,24967,PRED FORTE EYE DROPS 5ML,1,18.22,18.22
13672,INV8473,2025-09-11 16:50:41,16.0,16.0,25011,GENTIAN VIOLET  100ML,2,1.5,3.0
13676,INV8477,2025-09-11 17:34:45,8.0,8.0,25017,BIOPLUS SYRUP 200ML,2,4.83,9.66
13705,INV8506,2025-09-12 09:55:02,1.0,1.0,25097,DEPO MEDROL 80MG/2ML INJECTION VIAL,6,9.0,54.0
13760,INV8561,2025-09-12 16:43:35,6.0,6.0,25185,COLOSTOMY BAGS,2,3.33,6.66
13773,INV8574,2025-09-12 18:21:51,1.0,1.0,25207,CITRO SODA SACHETS SINGLES,10,0.32999999999999996,3.3
13773,INV8574,2025-09-12 18:21:51,1.0,1.0,25208,TADALAFIL (JOVAN T) 20MG TABS,20,0.5,10.0
13820,INV8621,2025-09-13 09:53:10,1.0,1.0,25295,DEXAMETHASONE 8MG/2ML INJECTION 2ML,40,1.04,41.6
13820,INV8621,2025-09-13 09:53:10,1.0,1.0,25296,CEFTRIAXONE 1G INJ (WITH WATER FOR INJECTION),176,0.42,73.92
13845,INV8646,2025-09-13 14:11:11,10.0,10.0,25331,SODIUM CHLORIDE 200ML,10,40.0,400.0
13845,INV8646,2025-09-13 14:11:11,10.0,10.0,25332,ONDANSETRON 8MG/4ML INJ 5S,2,4.86,9.72
13968,INV8769,2025-09-15 12:26:49,30.0,100.0,25518,SOCKS  ZIMBABWEAN FLAG,15,9.0,135.0
13968,INV8769,2025-09-15 12:26:49,30.0,100.0,25519,NIVEA Q10 VITAMIN C NORMAL SKIN 400ML,2,5.75,11.5
13976,INV8777,2025-09-15 13:04:02,1.0,1.0,25532,SINUTAB ND TABS 20S,8,3.81,30.48
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25657,FLUMED TABS 24S,12,1.9100000000000001,22.92
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25658,CORILIEF 5 FLU TABS 24S,24,4.0,96.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25659,NIVEA SUN KIDS SPRAY 270MLS,1,20.0,20.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25660,NIVEA SUN SENSITIVE IMMIDIATE PROTECT SPF 50+ WHITE,1,21.0,21.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25661,PEACEFUL SLEEP-MOSQUITO UNIT 1,1,7.5,7.5
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25662,PEACEFUL SLEEP- MOSQUITO ( ROOM SPRAY),1,7.0,7.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25663,PEACEFUL SLEEP STICK 30G,1,4.15,4.15
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25664,COTTON BUDS 100S,1,2.0,2.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25665,DOVE COTTON BUDS 200S,1,1.5,1.5
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25666,NIVEA SUN PROTECT AND MOISTURE SPF 50+ BLUE,3,19.0,57.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25667,REGMAKERS 10S,4,0.0,0.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25668,PEACEFUL SLEEP FAMILY CARE S,1,7.0,7.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25669,PEACEFUL SLEEP AEROSOL 150G,1,9.0,9.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25670,PEANUTS PRECOOKED NUTS,20,0.65,13.0
14059,INV8860,2025-09-16 09:40:16,15.0,15.0,25671,NIVEA SUN PROTECT AND DRY TRANSPAREN,1,19.0,19.0
14072,INV8873,2025-09-16 11:56:35,10.0,10.0,25687,ALBUMIN 20% 100ML,2,72.22,144.44
14110,INV8910,2025-09-16 16:10:02,15.0,0.0,25759,ONDANSETRON 4MG/2ML INJ (5S),2,10.0,20.0
14110,INV8910,2025-09-16 16:10:02,15.0,0.0,25760,ONDANSETRON 8MG/4ML INJ 5S,2,4.86,9.72
14184,INV8983,2025-09-17 12:40:40,2.0,2.0,25875,SD CHECK GLUCOSTRIPS,3,11.0,33.0
14231,INV9030,2025-09-17 20:45:28,3.0,3.0,25952,PROCEDYL LINCTUS 100ML,5,8.05,40.25
14231,INV9030,2025-09-17 20:45:28,3.0,3.0,25953,KETOCONAZOLE CRM 15G,3,1.5,4.5
14279,INV9078,2025-09-18 11:21:48,25.0,40.0,26029,CLICKS  HAND SANITIZER 1L,1,7.0,7.0
14294,INV9093,2025-09-18 13:28:34,0.5,0.5,26061,RANFERON CAPS 30S,2,2.7,5.4
14449,INV9248,2025-09-20 14:10:58,0.5,0.5,26321,MANNITOL 20% 500ML INJ,6,2.7899999999999996,16.74
14560,INV9359,2025-09-22 08:09:52,1.0,1.0,26502,WARFARIN 5MG TABS 28S,1,6.6,6.6
14567,INV9366,2025-09-22 10:33:47,18.0,0.0,26515,TOTAL PARENTAL NUTRITION,1,40.0,40.0
14567,INV9366,2025-09-22 10:33:47,18.0,0.0,26516,SACUBITRIL 49MG/VALSARTAN 51MG TABS 30`S,1,11.5,11.5
14567,INV9366,2025-09-22 10:33:47,18.0,0.0,26517,SACUBITRIL/VALSARTAN 100MG 30S (UPERIO),1,27.5,27.5
14758,INV9557,2025-09-23 20:16:45,0.5,0.5,26819,BIOPLUS SYRUP 200ML,1,4.83,4.83
14901,INV9700,2025-09-25 10:49:21,1.0,1.0,27031,HIV TEST KITS REGULAR,10,1.1,11.0
14972,INV9771,2025-09-25 19:31:49,15.0,15.0,27140,BP MACHINE YELLOW BOX,3,6.0,18.0
14972,INV9771,2025-09-25 19:31:49,15.0,15.0,27141,CENVITAN BABY SYRUP 100ML,5,1.0,5.0
15073,INV9872,2025-09-26 19:31:38,8.0,8.0,27310,HIV TEST KITS REGULAR,6,1.0999999999999999,6.6
15094,INV9893,2025-09-27 11:18:03,2.0,2.0,27348,INCENTIVE SPIROMETER,1,12.0,12.0
15471,INV10269,2025-10-01 09:59:24,14.0,14.0,27955,ARTIFICIAL TEARS (CARBOXYNETHYLCELLULOSE) 0.5% W/V,5,1.56,7.8
15673,INV10469,2025-10-03 07:34:21,0.5,0.5,28269,LINDT SWISS PREMIUM MILK MILCH-TRAUBE-NUSS,1,11.0,11.0
15814,INV10609,2025-10-04 12:21:54,10.0,10.0,28484,GAVISCON DBL/ACT PEPPERMINT TABS 24S,1,3.5,3.5
15850,INV10645,2025-10-05 00:18:28,4.0,4.0,28546,TETANUS VACC.10/DOSE 5ML,10,2.8,28.0
15980,INV10773,2025-10-06 15:11:55,7.0,7.0,28760,ARTIFICIAL TEARS (CARBOXYNETHYLCELLULOSE) 0.5% W/V,2,1.56,3.12
15990,INV10783,2025-10-06 18:16:52,17.0,17.0,28777,POTTASSIUM CHLORIDE 15% FLEXI 10MLS,1,1.91,1.91
15990,INV10783,2025-10-06 18:16:52,17.0,17.0,28778,MICONAZOLE  ORAL GEL 40G (MICOVAR),1,4.0,4.0
16018,INV10811,2025-10-06 22:37:33,3.0,3.0,28821,VITAMIN D3 2000IU CAP 100S,1,4.0,4.0
16029,INV10822,2025-10-07 01:41:29,9.0,9.0,28838,HIV TEST KITS REGULAR,1,1.26,1.26
16037,INV10830,2025-10-07 09:40:57,1.0,1.0,28848,TRAMADOL 50MG/2ML INJ,30,5.0,150.0
16037,INV10830,2025-10-07 09:40:57,1.0,1.0,28849,SODIUM CHLORIDE 200ML,5,1.0,5.0
16065,INV10858,2025-10-07 14:21:33,3.0,3.0,28889,GALVUSMET 50/500MG TABS 30S,2,15.27,30.54
16132,INV10925,2025-10-08 09:39:26,1.0,1.0,28988,ARTIFICIAL TEARS (CARBOXYNETHYLCELLULOSE) 0.5% W/V,1,1.56,1.56
16132,INV10925,2025-10-08 09:39:26,1.0,1.0,28989,ADAPALENE GEL 0.1% 15GM,5,3.54,17.7
16140,INV10933,2025-10-08 11:46:55,1.0,1.0,29009,EUCALYPTUS OIL 10ML,2,2.0,4.0
16148,INV10941,2025-10-08 12:59:58,2.0,2.0,29024,SOCKS  ZIMBABWEAN FLAG,2,9.0,18.0
16164,INV10957,2025-10-08 16:14:14,1.0,1.0,29051,PYLOBACT KIT (SUN PHARMA) 42S,2,12.0,24.0
16164,INV10957,2025-10-08 16:14:14,1.0,1.0,29052,FLUOXETINE (OXEDEP) 20MG CAPS 100S,3,5.41,16.23
16164,INV10957,2025-10-08 16:14:14,1.0,1.0,29053,HALOPERIDOL  5MG TABS 100S,15,9.03,135.45
16231,INV11024,2025-10-09 10:22:13,50.0,50.0,29154,NIVEA Q10 BODY ZONE CREAM 400ML,1,11.0,11.0
16231,INV11024,2025-10-09 10:22:13,50.0,50.0,29155,NIVEA Q10 VITAMIN C NORMAL SKIN 400ML,2,5.75,11.5
16231,INV11024,2025-10-09 10:22:13,50.0,50.0,29156,EPIMAX ADULTS PLUS,1,4.0,4.0
16341,INV11134,2025-10-10 09:08:29,15.0,15.0,29333,GLUCOPECT SUSPENSION 100ML,1,2.75,2.75
16341,INV11134,2025-10-10 09:08:29,15.0,15.0,29334,IBUPROFEN 200MG 1000S,1,12.5,12.5
16352,INV11145,2025-10-10 11:48:14,1.0,1.0,29356,DAPAGLIFLOZIN 5MG,8,12.0,96.0
16475,INV11267,2025-10-11 11:14:42,6.0,20.0,29527,DEXAMETHASONE 8MG/2ML INJECTION 2ML,10,1.04,10.4
16475,INV11267,2025-10-11 11:14:42,6.0,20.0,29528,ONDANSETRON 8MG/4ML INJ 5S,1,4.86,4.86
16505,INV11296,2025-10-11 18:18:54,3.0,3.0,29575,LOPERAMIDE (LOCKIT) TABS 10S,30,0.32,9.6
16752,INV11542,2025-10-14 13:11:14,147.0,147.0,29968,OREO 128G,8,0.93,7.44
16896,INV11683,2025-10-15 16:57:31,5.0,5.0,30197,IBUPROFEN GEL 30G,2,1.9,3.8
16941,INV11728,2025-10-16 09:37:57,4.0,0.0,30264,MINUTE MAID REFRESHER BERRY,120,0.4,48.0
16941,INV11728,2025-10-16 09:37:57,4.0,0.0,30265,MINUTE MAID REFRESHER ORANGE,120,0.4,48.0
16941,INV11728,2025-10-16 09:37:57,4.0,0.0,30266,WATER AQUACLEAR 500ML,48,0.13,6.24
16941,INV11728,2025-10-16 09:37:57,4.0,0.0,30267,MINUTE MAID REFRESHER LEMON,48,0.39999999999999997,19.2
17591,INV12371,2025-10-22 14:19:48,2.5,2.5,31279,MUPIROCIN SUPIROCIN OINTMENT 15G,2,3.46,6.92
17668,INV12448,2025-10-23 11:18:45,5.0,20.0,31419,ANUSOL OINTMENT 25G,3,8.31,24.93
17671,INV12451,2025-10-23 11:43:37,1.0,1.0,31423,REPLACE DIABETIC 400G,5,14.24,71.2
17884,INV12664,2025-10-25 06:43:21,6.0,6.0,31725,USN HCI CREATINE TABS 100S,1,16.5,16.5
17884,INV12664,2025-10-25 06:43:21,6.0,6.0,31726,SACROGUT 250MG(PROBIO 30S),10,2.5,25.0
18257,INV13036,2025-10-28 16:41:17,1.0,1.0,32302,OMEPRAZOLE (OMICAP) 20MG CAPS,2,5.5,11.0
18420,INV13198,2025-10-30 08:24:02,0.5,0.5,32569,TRANEXAMIC (PAUSE 500) TABLETS 30S,2,12.95,25.9
18505,INV13283,2025-10-30 20:53:11,8.0,8.0,32707,RABIES VACCINE SINGLE DOSE 1ML,3,23.0,69.0
18505,INV13283,2025-10-30 20:53:11,8.0,8.0,32708,OMEPRAZOLE (OMICAP) 20MG CAPS,2,5.5,11.0
18834,INV13610,2025-11-03 09:12:43,5.0,5.0,33229,AVASALF 500/50MCG,4,16.82,67.28
18851,INV13627,2025-11-03 12:21:01,25.0,25.0,33252,PEANUTS PRECOOKED NUTS,9,0.6499999999999999,5.85
18854,INV13630,2025-11-03 12:38:42,66.0,66.0,33258,ESOMEPRAZOLE INJ 40MG,10,6.0,60.0
18856,INV13632,2025-11-03 13:07:42,4.0,4.0,33261,ESOMEPRAZOLE INJ 40MG,10,6.0,60.0
18982,INV13756,2025-11-04 14:56:21,15.0,15.0,33460,ANDOLEX C ANTI-BACTERIAL MOUTHWASH 200ML,2,8.25,16.5
19046,INV13819,2025-11-05 07:02:15,1.0,1.0,33547,IBUPROFEN 400MG [GOFEN],12,2.0100000000000002,24.12
19096,INV13866,2025-11-05 14:35:07,20.0,20.0,33623,STRESS BALL,3,1.5,4.5
19181,INV13949,2025-11-06 14:08:23,3.0,3.0,33748,TED STOCKINGS ASSORTED,3,15.0,45.0
19292,INV14059,2025-11-07 12:24:23,8.0,8.0,33912,ESOMEPRAZOLE INJ 40MG,10,6.0,60.0
19479,INV14245,2025-11-09 15:29:05,1.0,1.0,34192,NAN SPECIAL PRO STAGE 1 800,1,30.0,30.0
19518,INV14284,2025-11-10 08:54:26,0.5,0.5,34251,ANKLE SUPPORT L,1,10.0,10.0
19535,INV14301,2025-11-10 12:36:09,4.0,4.0,34287,TED STOCKINGS ASSORTED,9,15.0,135.0
19652,INV14418,2025-11-11 15:20:51,1.0,1.0,34472,MINUTE MAID REFRESHER ORANGE,48,0.39999999999999997,19.2
19652,INV14418,2025-11-11 15:20:51,1.0,1.0,34473,MINUTE MAID REFRESHER BERRY,72,0.4,28.8
19670,INV14436,2025-11-11 17:26:23,11.0,11.0,34496,MMT  TABS 1000S (NEUTRACID TAB),1,15.9,15.9
19676,INV14442,2025-11-11 19:07:18,5.0,5.0,34504,"SODIUM BICARBONATE 8.5%, 50ML",3,4.8,14.4
19800,INV14566,2025-11-13 08:34:47,50.0,50.0,34684,UTROGESTAN 200MG CAPSULES 15S,20,22.0,440.0
19800,INV14566,2025-11-13 08:34:47,50.0,50.0,34685,UTROGESTAN 200MG CAPSULES 15S,20,22.0,440.0
19807,INV14573,2025-11-13 10:22:13,30.0,30.0,34693,TETANUS VACC.10/DOSE 5ML,35,2.8,98.0
19853,INV14617,2025-11-13 15:01:25,1.0,1.0,34761,PROTAPHANE 3ML FLEXPEN,5,35.0,175.0
19877,INV14641,2025-11-13 20:58:57,3.0,5.0,34792,VENTEZE COMPLETE INHALER,2,2.1,4.2
19999,INV14763,2025-11-15 10:49:10,1.0,1.0,34982,CITRO SODA SACHETS SINGLES,30,0.33,9.9
20149,INV14912,2025-11-17 08:13:13,5.0,5.0,35209,VIFEX COUGH SYRUP 100ML,2,1.9,3.8
20241,INV15002,2025-11-18 09:05:36,6.0,20.0,35333,BETAPRO DM SYRUP 200ML,1,5.31,5.31
20336,INV15097,2025-11-19 08:09:43,1.0,1.0,35468,CITRO SODA SACHETS SINGLES,60,0.33,19.8
20791,INV15548,2025-11-24 10:03:50,25.0,25.0,36178,CEFTRIAXONE 1G INJ (WITH WATER FOR INJECTION),100,0.49,49.0
20796,INV15553,2025-11-24 11:08:38,9.0,9.0,36189,HYDRALAZINE 20MG INJECTION,1,26.78,26.78
20796,INV15553,2025-11-24 11:08:38,9.0,9.0,36190,BENZATHINE PENICILLIN 2.4MEGA INJECTION,2,1.95,3.9
20799,INV15556,2025-11-24 12:01:58,10.0,10.0,36200,MICORT CREAM 15G,6,2.5,15.0
20799,INV15556,2025-11-24 12:01:58,10.0,10.0,36201,MUPIROCIN SUPIROCIN OINTMENT 15G,10,3.46,34.6
20804,INV15561,2025-11-24 12:50:22,3.0,3.0,36209,AZITHROMYCIN 500MG INJECTION (ZITHROMAX),2,25.0,50.0
20954,INV15710,2025-11-25 19:25:13,9.0,10.0,36423,TRANEXAMIC (PAUSE 500) TABLETS 30S,1,12.95,12.95
20954,INV15710,2025-11-25 19:25:13,9.0,10.0,36424,DESLORATIDINE TABS 5MG 30S GLENDES,3,3.52,10.56
20954,INV15710,2025-11-25 19:25:13,9.0,10.0,36425,MAXITROL 1% EYE DROPS,3,7.34,22.02
20994,INV15750,2025-11-26 07:44:05,25.0,25.0,36493,PHENYTOIN 250MG INJ COSPHARM,1,20.67,20.67
21133,INV15888,2025-11-27 14:33:11,1.0,1.0,36711,ADULT DIAPERS LARGE (PREDO) 13S,2,8.0,16.0
21223,INV15978,2025-11-28 11:19:55,1.0,1.0,36865,LIGNOCAINE (LICAINE) 2% INJ 20MLS,3,1.4000000000000001,4.2
21306,INV16060,2025-11-28 23:09:22,15.0,15.0,36988,MAXITROL 1% EYE DROPS,1,7.34,7.34
21306,INV16060,2025-11-28 23:09:22,15.0,15.0,36989,PROTAPHANE VIAL 10ML,2,4.8,9.6
21363,INV16116,2025-11-29 12:43:22,5.0,10.0,37089,ADULT DIAPERS LARGE (PREDO) 13S,2,8.0,16.0
21363,INV16116,2025-11-29 12:43:22,5.0,10.0,37090,VILDAGLIPTIN 50MG TABS 30S VILDAGLIN,1,5.01,5.01
21394,INV16147,2025-11-29 20:45:21,10.0,10.0,37137,SALBUTAMOL INHALER ASTHALIN,1,2.0,2.0
21549,INV16302,2025-12-01 15:50:26,36.0,56.0,37364,BUDESONIDE/FORMOTEROL 200/6 (MDICORVAL),2,17.53,35.06
21609,INV16361,2025-12-02 08:59:48,70.0,70.0,37482,DARROWS 1/2 5% DEXTROSE 1000ML,5,2.5,12.5
21737,INV16488,2025-12-03 09:39:40,4.0,4.0,37650,PERMANENT HEMODIALYSIS 12FR,1,200.0,200.0
21762,INV16513,2025-12-03 14:23:17,17.0,17.0,37687,TAYLORS BRACE,2,48.0,96.0
21850,INV16601,2025-12-04 14:28:39,55.0,55.0,37838,VANCOMYCIN 1G INJECTION,10,3.55,35.5
21912,INV16663,2025-12-05 11:35:51,25.0,25.0,37945,NORMAGUT (PROBIOTICS) CAPS 10S,3,7.989999999999999,23.97
21912,INV16663,2025-12-05 11:35:51,25.0,25.0,37946,ALBENDAZOLE 400MG TABS 10s,10,0.22000000000000003,2.2
22295,INV17042,2025-12-09 21:18:11,1.0,1.0,38511,CEFTRIAXONE 1G INJ (WITH WATER FOR INJECTION),10,0.45999999999999996,4.6
22377,INV17123,2025-12-10 18:26:35,1.0,1.0,38640,METHYLDOPA 250MG 100S,1,10.19,10.19
22377,INV17123,2025-12-10 18:26:35,1.0,1.0,38641,METHYLDOPA 250MG 500S,1,0.09,0.09
22544,INV17290,2025-12-12 11:37:25,8.0,0.0,38897,LOPERAMIDE (LOCKIT) TABS 10S,10,0.32,3.2
22573,INV17318,2025-12-12 16:44:53,20.0,20.0,38940,VANCOMYCIN 1G INJECTION,20,3.55,71.0
22672,INV17417,2025-12-13 15:30:04,0.5,0.5,39089,TENORIC 50MG TABS 28S,3,5.1000000000000005,15.3
22814,INV17558,2025-12-15 12:35:50,2.0,2.0,39331,BREAST PUMP (MANUAL),1,10.0,10.0
22836,INV17580,2025-12-15 14:55:33,5.0,5.0,39367,MEROPENEM INJ 1G(SUNPHARMA),5,7.279999999999999,36.4
22836,INV17580,2025-12-15 14:55:33,5.0,5.0,39368,MEROPENEM INJ 1G(SUNPHARMA),5,7.279999999999999,36.4
22885,INV17628,2025-12-16 01:44:44,26.0,26.0,39450,USN HARDCORE WHEY GH 908G CHOCOLATE,1,33.0,33.0
22903,INV17646,2025-12-16 09:04:57,20.0,20.0,39474,BETAMETHASONE (VAR) CREAM 15G,5,1.45,7.25
22997,INV17738,2025-12-17 04:04:56,22.0,22.0,39616,TAYLORS BRACE,1,48.0,48.0
23079,INV17819,2025-12-17 19:22:51,8.0,10.0,39736,RABIES VACCINE SINGLE DOSE 1ML,4,23.0,92.0
23252,INV17991,2025-12-19 11:08:30,29.0,29.0,39975,LANTUS INJECTION,3,26.0,78.0
23298,INV18037,2025-12-19 15:28:29,1.0,1.0,40046,TOMMEE TIPPOE,1,17.0,17.0
23298,INV18037,2025-12-19 15:28:29,1.0,1.0,40047,TOMMEE TIPPOE,1,17.0,17.0
23385,INV18124,2025-12-20 11:18:28,3.0,5.0,40167,PREGABALIN 25MG CAPS 30S EPIBALIN,3,5.0,15.0
23549,INV18288,2025-12-22 15:02:43,1.0,0.0,40433,LISTERINE SMART RINSE MINT,3,6.0,18.0
23682,INV18419,2025-12-24 12:45:19,7.0,7.0,40621,CIPROFLOXACIN 200MG INJECTION 100ML,8,2.5,20.0
23913,INV18648,2025-12-28 09:52:22,0.5,0.5,41003,PARACETAMOL 10MG/ML 100ML INJ,100,1.05,105.0
23989,INV18723,2025-12-29 08:25:15,1.0,1.0,41118,LOPERAMIDE (LOCKIT) TABS 10S,20,0.32,6.4
23999,INV18733,2025-12-29 11:12:52,1.0,1.0,41134,VENTEZE RESPIRATOR SLN 20ML,20,4.6,92.0
24044,INV18778,2025-12-29 15:18:09,0.5,0.5,41193,OREOS MINI PACK,20,0.25,5.0
24096,INV18829,2025-12-30 06:43:05,1.0,1.0,41296,INDAPAMIDE SR 1.5MG TABS 30S TORRENT,4,7.28,29.12
24287,INV19019,2026-01-01 16:36:29,0.5,0.5,41551,NEBIVOLOL 10MG TABS 30S,2,12.78,25.56
24329,INV19061,2026-01-02 13:46:02,35.0,100.0,41614,LOPERAMIDE (LOCKIT) TABS 10S,5,0.32,1.6
24331,INV19063,2026-01-02 13:54:22,5.0,5.0,41619,LACTULOSE 3.35GM/5ML SOLUTION,5,7.4,37.0
24417,INV19148,2026-01-03 10:42:18,25.0,30.0,41745,ELBOW CLUTCH CLOSED,2,12.0,24.0
24653,INV19381,2026-01-05 20:48:13,50.0,50.0,42115,TELMISARTAN 40MG TABS 10S,3,6.0,18.0
24693,INV19420,2026-01-06 09:59:33,20.0,0.0,42175,PYLOBACT KIT (SUN PHARMA) 42S,2,12.0,24.0
25172,INV19897,2026-01-10 09:16:39,1.0,1.0,42882,CLOXACILLIN 500MG CAPS 500`S,1,5.0,5.0
25267,INV19991,2026-01-11 15:07:08,1.0,1.0,43036,ENOXAPARIN SODIUM 40MG/0.4ML INJ,1,4.0,4.0
25323,INV20047,2026-01-12 14:04:48,15.0,15.0,43110,FRESUBIN 200MLS,8,3.04,24.32
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43116,FRESUBIN 1200 COMPLETE 1L,2,10.0,20.0
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43117,MITCHUM GEL SHOWER FRESH,1,7.92,7.92
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43118,OLD SPCE STICK ORIGINAL,3,3.09,9.27
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43119,OLD SPICE STICK CAPTAIN 48HR,1,3.69,3.69
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43120,OLD SPICE STICK WOLFERTHORN,2,3.09,6.18
25328,INV20052,2026-01-12 14:43:05,12.0,12.0,43121,OLD SPICE DEO GEL (CAPTAIN),2,3.09,6.18
25490,INV20214,2026-01-13 20:20:37,10.0,10.0,43319,SD CHECK GLUCOSTRIPS,5,11.0,55.0
25518,INV20242,2026-01-14 11:21:33,2.0,2.0,43360,LINEN SAVERS 10S,1,2.5,2.5
25638,INV20362,2026-01-15 16:10:36,9.0,9.0,43535,PERMANENT HEMODIALYSIS 12FR,1,200.0,200.0
25796,INV20520,2026-01-17 00:25:51,1.5,1.5,43755,ALBUMIN 20% 100ML,1,72.22,72.22
25796,INV20520,2026-01-17 00:25:51,1.5,1.5,43756,ROSUVASTATIN 10MG TABS 30S LDNIL,5,3.19,15.95
25796,INV20520,2026-01-17 00:25:51,1.5,1.5,43757,FRESUBIN PROTEIN ENERGY VANILLA 200ML,1,3.48,3.48
25796,INV20520,2026-01-17 00:25:51,1.5,1.5,43758,FRESUBIN ENERGY FIBRE DRINK BANANA,1,3.48,3.48
25823,INV20547,2026-01-17 08:09:47,10.0,10.0,43802,PARACETAMOL 10MG/ML 100ML INJ,100,1.05,105.0
25823,INV20547,2026-01-17 08:09:47,10.0,10.0,43803,METRONIDAZOLE IV 0.5% 100ML INJ,100,0.6,60.0
25823,INV20547,2026-01-17 08:09:47,10.0,10.0,43804,ENDOTRACHEAL TUBE 7.5MM UNCU+,20,0.6,12.0
25823,INV20547,2026-01-17 08:09:47,10.0,10.0,43805,TRACHEOSTOMY TUBE SIZE 6.5,8,3.5,28.0
25823,INV20547,2026-01-17 08:09:47,10.0,10.0,43806,OXY STARTER PACK,1,17.0,17.0
25828,INV20552,2026-01-17 09:48:46,10.0,10.0,43818,FRESUBIN ENERGY FIBRE DRINK STRAWBERRY,4,3.48,13.92
25828,INV20552,2026-01-17 09:48:46,10.0,10.0,43819,FRESUBIN PROTEIN ENERGY VANILLA 200ML,2,3.48,6.96
26075,INV20799,2026-01-20 08:05:30,40.0,40.0,44174,ANTALGIC SYRUP 100ML,10,1.1,11.0
26075,INV20799,2026-01-20 08:05:30,40.0,40.0,44175,NGT 14,30,0.59,17.7
26114,INV20838,2026-01-20 14:38:22,0.5,0.5,44229,FOLEY CATHERTER SIZE 6,30,1.0,30.0
26116,INV20840,2026-01-20 14:59:58,5.0,5.0,44233,FRESUBIN ENERGY FIBRE DRINK STRAWBERRY,6,3.48,20.88
26116,INV20840,2026-01-20 14:59:58,5.0,5.0,44234,FRESUBIN HP ENERGY 500ML,5,7.390000000000001,36.95
26188,INV20912,2026-01-21 10:54:30,3.0,3.0,44322,NORETHISTERONE 5MG TABS 100S,1,41.4,41.4
26409,INV21133,2026-01-23 13:28:14,24.0,100.0,44679,HEPARIN 5000INJ 5ML,20,4.8,96.0
26455,INV21179,2026-01-23 18:56:29,12.0,12.0,44752,NIFEDIPINE (CALCIGARD) 20MG TABS 100S,5,4.0,20.0
26455,INV21179,2026-01-23 18:56:29,12.0,12.0,44753,OMEPRAZOLE (OMICAP) 20MG CAPS,1,5.5,5.5
26499,INV21223,2026-01-24 09:49:42,30.0,40.0,44829,RIVAROXABAN (VAROXA) 10MG,6,11.18,67.08
26499,INV21223,2026-01-24 09:49:42,30.0,40.0,44830,THORACOLUMBAR CORSET ALL SIZES JEM,1,48.0,48.0
26499,INV21223,2026-01-24 09:49:42,30.0,40.0,44831,SACUBITRIL 24MG/VALSARTAN 26MG 30`S,4,8.5,34.0
26499,INV21223,2026-01-24 09:49:42,30.0,40.0,44832,SINOCARE GLUCOMETER (SAFE ACCU),2,10.0,20.0
26499,INV21223,2026-01-24 09:49:42,30.0,40.0,44833,HEMODIALYSIS CATHETER 12FR*20CM DOUBLE LUMEN,2,28.0,56.0
